1 0 155689 


2 .2 24607.3 
2 1.2 131087 


4 .4 12277 
4 1.4 12367.9 
4 2.4 65501 
4 3.4 65573.4 


8 .6 43.168 
8 1.6 84.973 
8 2.6 12232.5 
8 3.6 12281 
8 4.6 44517 
8 5.6 44559.2 
8 6.6 20989.8 
8 7.6 21004.8 


16 .8 4.375 
16 1.8 39.371 
16 2.8 81.605 
16 3.8 4.355 
16 4.8 7.749 
16 5.8 12235.7 
16 6.8 12284.6 
16 7.8 8.257 
16 8.8 2625.82 
16 9.8 41924.2 
16 10.8 41965.6 
16 11.8 2637.6 
16 12.8 10.071 
16 13.8 20998.8 
16 14.8 21014.3 
16 15.8 10.097 


